c A permuted SAT Competition 2007 formula with seed=2143506940
p cnf 700 3500
-151 459 -236 0
178 484 -205 0
-180 88 313 0
-512 515 492 0
-481 -486 123 0
472 520 9 0
-429 -551 174 0
-390 94 -136 0
408 -400 -663 0
-590 321 -298 0
-505 139 621 0
383 566 373 0
190 172 671 0
-239 -693 393 0
-631 -97 404 0
-8 599 -531 0
147 102 427 0
-293 -613 330 0
560 239 -538 0
567 557 -484 0
-561 445 40 0
480 367 227 0
-302 481 -215 0
259 400 -113 0
417 301 511 0
419 -153 -157 0
-361 317 563 0
-201 427 213 0
393 498 -375 0
-447 215 -375 0
-455 65 -670 0
276 -144 148 0
-528 -496 -97 0
178 -438 -47 0
611 214 19 0
52 294 652 0
62 -357 -612 0
220 516 488 0
-460 -291 521 0
-115 -448 461 0
-579 403 274 0
-255 -128 246 0
-220 613 598 0
-356 -586 -545 0
-687 378 -563 0
77 -8 491 0
-128 -376 434 0
-372 -228 470 0
383 139 -576 0
176 331 565 0
287 -376 -638 0
-696 -231 -58 0
-435 -298 377 0
152 -544 -662 0
394 312 429 0
-144 -333 -67 0
-474 239 -561 0
369 426 -478 0
-679 276 -236 0
484 294 658 0
200 473 354 0
-598 54 33 0
-507 2 195 0
-415 153 -396 0
-216 114 511 0
699 494 -272 0
391 -623 -514 0
472 -296 66 0
298 148 -9 0
-267 -273 655 0
484 12 -291 0
-619 -460 -590 0
-303 -213 396 0
-145 -405 -300 0
-34 -94 216 0
622 148 -689 0
-464 485 444 0
483 477 -216 0
-312 -290 -437 0
672 111 300 0
607 49 502 0
-495 449 -493 0
511 -272 -468 0
-93 530 553 0
-552 -553 -439 0
550 50 609 0
268 235 -215 0
-560 71 217 0
400 42 -531 0
598 -301 -522 0
-509 534 223 0
91 18 60 0
185 -490 -398 0
-407 371 -298 0
458 -231 -172 0
608 -510 -298 0
-549 -259 -33 0
577 88 -254 0
408 -559 564 0
-607 260 -75 0
659 -468 251 0
-299 -172 -261 0
-540 -661 597 0
634 -343 610 0
161 -412 251 0
-23 -46 -440 0
29 529 -413 0
-136 -32 378 0
-17 -686 -533 0
-11 -548 561 0
-97 -184 105 0
-573 164 81 0
108 -84 94 0
161 -237 -462 0
640 109 -689 0
-531 250 605 0
-25 684 220 0
171 -698 -152 0
83 643 30 0
-332 215 697 0
-8 -270 -655 0
123 287 359 0
420 -139 -493 0
-624 -252 -521 0
428 -311 -231 0
-119 -120 12 0
-399 -292 -251 0
-318 430 -178 0
38 -121 535 0
-497 -8 391 0
469 238 -147 0
26 353 498 0
-109 519 -385 0
-650 -526 -186 0
-195 209 -260 0
-379 398 412 0
-569 -317 80 0
-182 -470 -604 0
-420 165 74 0
-686 328 -252 0
-52 -272 -386 0
443 -489 86 0
-283 -307 -621 0
-262 323 -608 0
22 -419 -285 0
373 366 320 0
-429 424 316 0
426 -393 487 0
-378 557 -139 0
-270 -638 -268 0
-538 -242 -484 0
468 -252 -165 0
-74 -43 231 0
380 67 432 0
254 -242 310 0
-658 -154 -336 0
628 645 354 0
199 184 88 0
419 -156 35 0
-346 -652 179 0
237 470 -489 0
-656 -543 591 0
164 -312 270 0
-616 -158 -290 0
265 38 57 0
-105 -499 49 0
-337 -270 -112 0
404 -698 -457 0
-614 324 -581 0
-247 362 695 0
423 -313 -417 0
-382 -468 668 0
60 -283 -680 0
-56 -276 -469 0
-21 -477 151 0
-32 -601 -114 0
391 474 -527 0
-426 -468 643 0
-159 -430 -172 0
-139 -48 503 0
337 -556 -623 0
-137 -633 -248 0
-288 35 365 0
399 341 -190 0
-71 -431 -409 0
360 217 601 0
358 336 304 0
653 153 -363 0
272 481 -150 0
351 656 -513 0
127 415 181 0
-349 673 -115 0
-87 329 405 0
542 348 -519 0
545 -173 -539 0
347 -124 118 0
-320 311 537 0
56 -86 440 0
-533 -411 -348 0
-280 -60 -549 0
695 -448 -559 0
-526 352 -253 0
-698 376 -130 0
-78 -12 -228 0
196 281 -552 0
602 -46 662 0
30 -641 268 0
246 -271 -78 0
26 146 -156 0
10 -104 379 0
-636 -140 277 0
372 631 -3 0
-515 -239 316 0
-546 40 -519 0
448 327 -93 0
-513 184 -497 0
-683 -532 364 0
-557 -686 -285 0
-618 410 -474 0
-378 -384 262 0
-89 -139 -269 0
-344 667 -46 0
70 23 -218 0
194 -500 -79 0
451 447 397 0
320 -520 118 0
-222 -165 563 0
383 -18 603 0
94 -581 699 0
565 679 -405 0
38 -668 148 0
-379 -535 -180 0
610 9 120 0
403 -700 -566 0
-67 -334 552 0
56 -191 14 0
-167 -24 335 0
326 581 -284 0
-569 -458 544 0
499 -204 95 0
549 21 -360 0
504 289 400 0
547 641 -683 0
246 -429 -13 0
-271 -474 -56 0
-344 -59 72 0
-188 244 -384 0
236 -444 -476 0
344 -411 145 0
-304 -248 -371 0
-398 -313 502 0
686 315 -161 0
-241 -243 -688 0
138 -499 -370 0
675 349 485 0
-594 -93 100 0
316 -331 60 0
-242 -111 -214 0
102 -173 -51 0
-189 197 14 0
619 369 -634 0
-548 624 637 0
462 630 -163 0
419 -615 -171 0
-422 -605 -405 0
-146 176 -39 0
-36 608 -460 0
93 -123 -673 0
378 -595 592 0
438 -600 71 0
247 -368 600 0
-575 -461 -147 0
-337 -127 57 0
24 384 -615 0
262 685 -517 0
316 -98 -126 0
133 614 461 0
-286 322 -290 0
-588 350 -42 0
362 565 -580 0
343 -600 -282 0
-673 -406 432 0
384 637 -399 0
97 -528 654 0
-336 292 -323 0
-579 108 674 0
387 -300 323 0
462 -72 -667 0
-39 -157 -96 0
-283 -171 -78 0
665 165 -588 0
-683 -447 -54 0
136 -158 -216 0
-46 -674 -54 0
420 101 -95 0
-339 -208 158 0
-68 329 -452 0
412 -228 201 0
562 203 -277 0
193 -22 -469 0
587 469 617 0
-196 -204 272 0
-559 1 -160 0
-366 -633 20 0
687 284 97 0
-615 379 -275 0
656 -552 -219 0
-672 458 -31 0
136 -320 -695 0
-25 496 544 0
-256 183 2 0
-291 -445 6 0
-656 593 -420 0
-355 22 -610 0
-97 689 -245 0
-544 320 405 0
-453 -653 344 0
-204 -445 463 0
-449 -600 277 0
-689 -29 8 0
449 14 -688 0
-591 -408 610 0
-498 106 576 0
354 -271 531 0
340 211 -60 0
-44 564 -365 0
-184 -685 435 0
-325 596 -422 0
-618 -512 -460 0
224 -31 -568 0
433 208 112 0
-470 180 258 0
430 -344 202 0
116 229 -546 0
-351 108 347 0
279 352 131 0
20 43 163 0
-348 -644 403 0
371 354 -649 0
-268 -525 -227 0
517 -35 304 0
162 412 357 0
-226 451 -118 0
524 656 -610 0
8 381 403 0
-570 516 -571 0
306 -426 324 0
68 138 473 0
374 -163 -461 0
158 -67 -34 0
-532 -477 -467 0
-421 513 -422 0
-439 -356 97 0
-541 -544 371 0
548 -486 133 0
-407 678 -348 0
372 -146 -268 0
-122 -137 -206 0
43 425 392 0
648 -265 698 0
-124 375 229 0
-325 -357 412 0
-82 -132 -561 0
563 -610 585 0
558 467 -581 0
-186 358 -287 0
-695 405 -45 0
-76 563 58 0
-314 411 192 0
201 357 -80 0
-188 -45 -369 0
453 -169 614 0
269 234 198 0
659 -321 -59 0
243 535 480 0
-489 427 520 0
-109 -268 360 0
-369 -150 -558 0
422 -185 -457 0
410 -22 -37 0
-662 -600 355 0
373 45 100 0
328 -423 -448 0
292 284 188 0
389 136 -613 0
-88 -351 80 0
-142 -32 526 0
417 97 347 0
692 -363 -285 0
-115 -434 -596 0
-319 -198 -129 0
532 -73 74 0
-540 462 -429 0
-190 -637 -420 0
-450 -373 687 0
-385 -492 -168 0
-585 -591 -237 0
12 -97 -168 0
84 -246 -509 0
535 460 -596 0
592 -567 161 0
60 201 -9 0
368 191 -474 0
-242 630 -487 0
-609 633 543 0
-203 121 416 0
-25 -73 -406 0
-507 -472 -574 0
-388 274 543 0
33 -295 -200 0
685 -664 -138 0
587 -476 429 0
-320 -222 -438 0
326 217 -392 0
644 -229 -395 0
252 -586 -469 0
-83 266 668 0
642 -451 -79 0
217 494 485 0
619 530 -565 0
670 -616 -293 0
347 -213 -619 0
-274 95 -434 0
-164 -136 -41 0
678 267 348 0
400 249 574 0
524 257 -552 0
-516 -537 -451 0
-142 -262 -203 0
-409 485 245 0
-102 -499 218 0
-107 -570 699 0
523 -125 -504 0
-69 119 -317 0
462 674 -631 0
459 141 -120 0
-16 -242 631 0
-649 -428 -64 0
562 -638 78 0
199 643 -225 0
-87 -480 -11 0
591 246 473 0
497 366 -238 0
350 620 -635 0
-671 -2 32 0
436 -375 600 0
-445 275 634 0
-75 -423 -532 0
74 -579 676 0
162 275 -463 0
416 -693 553 0
-274 539 90 0
622 -147 -256 0
8 233 -489 0
221 -625 240 0
-644 635 438 0
-135 33 385 0
-551 161 150 0
578 -524 -522 0
18 442 -244 0
332 -552 -501 0
-70 323 -50 0
-616 -221 644 0
-171 -410 -543 0
-261 -167 659 0
214 242 65 0
114 277 -339 0
-39 -543 434 0
-393 -193 198 0
-607 -324 97 0
-522 -373 -543 0
219 -566 -502 0
403 -143 654 0
-546 337 622 0
-392 683 -171 0
-577 533 414 0
594 -380 -314 0
294 -323 554 0
-421 604 -409 0
-212 57 -410 0
-382 -544 506 0
-485 418 -415 0
-347 -646 -597 0
447 -601 -97 0
604 115 266 0
336 -555 435 0
364 628 73 0
-286 -40 68 0
-143 -289 38 0
448 -58 476 0
-246 -489 634 0
-241 -12 284 0
325 272 -596 0
-371 105 -151 0
-68 -458 -350 0
423 -343 -505 0
-564 8 -240 0
207 -32 -600 0
243 -478 -428 0
-680 402 -77 0
546 -182 129 0
245 484 380 0
220 437 -448 0
40 138 459 0
-127 -172 -646 0
548 -3 469 0
20 -347 588 0
-400 227 -99 0
349 -32 -14 0
122 -144 224 0
-443 185 -76 0
322 -106 -292 0
473 -290 -403 0
-523 -576 -279 0
-623 -597 165 0
-266 -470 375 0
648 -398 -226 0
-454 310 -645 0
-402 36 83 0
-155 446 522 0
-443 -583 245 0
341 -303 -413 0
-385 -453 521 0
176 599 450 0
42 565 -305 0
494 -317 -133 0
-586 390 32 0
597 -686 488 0
45 -243 -661 0
-398 -238 -523 0
459 -383 517 0
509 -145 -660 0
65 226 -60 0
-43 -143 204 0
-128 -239 371 0
-274 -66 101 0
-222 124 -379 0
62 637 -665 0
219 213 259 0
-272 326 -223 0
-156 -273 164 0
37 -46 357 0
214 352 -264 0
-641 459 -149 0
-656 323 110 0
-105 -321 -332 0
-235 -268 -692 0
-494 -306 681 0
677 -602 -351 0
253 364 -456 0
562 -549 514 0
-563 -291 247 0
-362 -245 452 0
-249 -155 -75 0
59 -182 -378 0
-160 27 -644 0
-541 358 -302 0
55 -383 -63 0
-540 87 -543 0
-94 390 313 0
572 541 -376 0
391 67 -124 0
392 599 695 0
-686 -411 -352 0
-454 23 -383 0
